Tue Sep 18 12:21:05 PDT 2012
Timestamp, DB min, DB max, DB current, DB used, Core Threads, Active Threads, Queue Tasks, Completed Tasks, Sessions, NIO Read, NIO Written, Queued NIO events, Queues NIO writes
1347996395493,5,25,4,1,17,0,0,0,1,0,0,0,0
1347996400493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996405493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996410493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996415493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996420493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996425493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996430493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996435493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996440493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996445493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996450493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996455493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996460493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996465493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996470493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996475493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996480493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996485493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996490493,5,25,2,3,17,0,0,0,0,0,0,0,0
1347996495493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996500493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996505493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996510493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996515493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996520493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996525493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996530493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996535493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996540493,5,25,4,1,17,0,0,0,0,0,0,0,0
1347996545493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996550493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996555744,5,25,2,3,17,0,0,0,0,0,0,0,0
1347996560493,5,25,2,3,17,0,0,0,0,0,0,0,0
1347996565493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996570493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996575493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996580493,5,25,2,3,17,0,0,0,0,0,0,0,0
1347996585493,5,25,2,3,17,0,0,0,0,0,0,0,0
1347996590493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996595493,5,25,3,2,17,0,0,0,0,0,0,0,0
1347996600493,5,25,2,3,17,0,0,0,0,0,0,0,0
1347996605493,5,25,2,3,17,0,0,0,0,0,0,0,0
1347996610493,5,25,2,3,17,0,0,0,0,0,0,0,0
1347996615493,5,25,2,3,17,0,0,0,0,0,0,0,0
1347996620493,5,25,2,3,17,0,0,0,0,0,0,0,0
1347996625877,5,25,2,3,17,0,0,0,0,0,0,0,0
1347996630493,5,25,2,3,17,0,0,0,1,0,0,0,0
1347996635493,5,25,2,3,17,0,0,0,1,0,0,0,0
1347996640493,5,25,2,3,17,0,0,0,1,0,0,0,0
1347996645493,5,25,2,3,17,0,0,0,1,0,0,0,0
1347996650493,5,25,2,3,17,0,0,0,1,0,0,0,0
1347996655493,5,25,3,2,17,0,0,0,1,0,0,0,0
1347996660493,5,25,3,2,17,0,0,0,1,0,0,0,0
1347996665493,5,25,2,3,17,0,0,0,1,0,0,0,0
1347996670493,5,25,3,2,17,0,0,0,1,0,0,0,0
1347996675493,5,25,3,2,17,0,0,0,1,0,0,0,0
1347996680493,5,25,3,2,17,0,0,0,1,0,0,0,0
1347996685493,5,25,2,3,17,0,0,0,1,0,0,0,0
1347996690493,5,25,2,3,17,0,0,0,1,0,0,0,0
1347996695493,5,25,3,2,17,0,0,0,1,0,0,0,0
1347996700493,5,25,3,2,17,0,0,0,1,0,0,0,0
1347996705493,5,25,4,1,17,0,0,0,1,0,0,0,0
1347996710493,5,25,4,1,17,0,0,0,1,0,0,0,0
1347996715493,5,25,4,1,17,0,0,0,1,0,0,0,0
1347996720493,5,25,4,1,17,0,0,0,1,0,0,0,0
1347996725493,5,25,4,1,17,0,0,0,1,0,0,0,0
1347996730493,5,25,3,2,17,0,0,0,1,0,0,0,0
1347996735493,5,25,3,2,17,0,0,0,1,0,0,0,0
1347996740493,5,25,5,0,17,0,0,0,1,0,0,0,0
